1749903480000,ADA/USDT,short,0.6335,0.6354004999999999,0.6296989999999999
1749903480000,ETH/USDT,short,2533.32,2540.9199599999997,2518.12008
1749903540000,SOL/USDT,short,145.36,145.79608,144.48784
1749905340000,ADA/USDT,long,0.6341,0.6321977,0.6379046
1749905340000,ETH/USDT,long,2532.94,2525.34118,2548.13764
1749905400000,BTC/USDT,long,104861.4,104546.8158,105490.56839999999
1749905400000,XRP/USDT,long,2.1713,2.1647861,2.1843278
1749905460000,ADA/USDT,long,0.6346,0.6326962,0.6384076000000001
1749905460000,BTC/USDT,long,104889.9,104575.2303,105519.23939999999
1749905520000,ETH/USDT,short,2532.79,2540.3883699999997,2517.59326
1749905580000,BTC/USDT,short,104850.1,105164.6503,104220.9994
1749906720000,XRP/USDT,short,2.1678,2.1743034,2.1547932000000003
1749906960000,ADA/USDT,short,0.6359,0.6378077,0.6320846
1749907080000,SOL/USDT,short,145.6,146.03679999999997,144.72639999999998
1749907920000,SOL/USDT,short,145.43,145.86629,144.55742
1749907920000,XRP/USDT,short,2.1628,2.1692883999999997,2.1498231999999997
1749907920000,ETH/USDT,short,2534.62,2542.2238599999996,2519.41228
1749907980000,ADA/USDT,short,0.6345,0.6364034999999999,0.630693
1749908340000,XRP/USDT,long,2.1657,2.1592029000000004,2.1786942000000002
1749908460000,ADA/USDT,short,0.6342,0.6361026,0.6303948
1749908460000,ETH/USDT,short,2532.5,2540.0975,2517.305
1749908580000,ADA/USDT,short,0.6336,0.6355008,0.6297984000000001
1749908580000,ETH/USDT,short,2528.54,2536.12562,2513.36876
1749908700000,SOL/USDT,short,145.02,145.45506,144.14988
1749908820000,SOL/USDT,short,144.93,145.36479,144.06042
1749909120000,ETH/USDT,long,2532.33,2524.73301,2547.52398
1749909180000,XRP/USDT,long,2.1634,2.1569098,2.1763804
1749909240000,BTC/USDT,long,104969.4,104654.49179999999,105599.21639999999
1749909300000,ADA/USDT,short,0.6339,0.6358016999999999,0.6300966
1749909780000,SOL/USDT,short,145.27,145.70580999999999,144.39838
1749912720000,ETH/USDT,short,2524.3,2531.8729,2509.1542
1749913620000,ETH/USDT,long,2530.75,2523.15775,2545.9345
1749913800000,ADA/USDT,short,0.6306,0.6324917999999999,0.6268164
1749914760000,ETH/USDT,short,2518.81,2526.3664299999996,2503.6971399999998
1749914820000,XRP/USDT,short,2.1568,2.1632704,2.1438592
1749915180000,BTC/USDT,short,104751.4,105065.65419999999,104122.89159999999
1749915600000,ADA/USDT,short,0.627,0.6288809999999999,0.623238
1749915720000,SOL/USDT,short,143.99,144.42197,143.12606
1749916200000,ETH/USDT,long,2514.8,2507.2556,2529.8888
1749916560000,XRP/USDT,short,2.145,2.1514349999999998,2.13213
1749916620000,SOL/USDT,long,144.42,143.98674,145.28652
1749916980000,ADA/USDT,long,0.6289,0.6270133,0.6326734
1749917280000,BTC/USDT,short,104800.0,105323.99999999999,103752.0
1749917340000,ADA/USDT,short,0.6278,0.6309389999999999,0.621522
1749917340000,SOL/USDT,short,144.38,145.10189999999997,142.93619999999999
1749917400000,XRP/USDT,short,2.1429,2.1536144999999998,2.121471
1749917400000,ETH/USDT,short,2514.29,2526.86145,2489.1471
1749918060000,BTC/USDT,long,104793.2,104269.234,105841.132
1749918180000,ADA/USDT,short,0.6255,0.6286274999999999,0.6192449999999999
1749918240000,SOL/USDT,short,143.98,144.69989999999999,142.5402
1749918300000,XRP/USDT,short,2.1371,2.1477855,2.1157290000000004
1749918720000,ETH/USDT,short,2507.76,2520.2988,2482.6824
1749919680000,ADA/USDT,short,0.619,0.622095,0.61281
1749921360000,ADA/USDT,long,0.6224,0.619288,0.628624
1749924240000,SOL/USDT,long,144.68,143.9566,146.1268
1749924660000,ETH/USDT,long,2520.15,2507.54925,2545.3515
1749925380000,ETH/USDT,short,2508.0,2520.5399999999995,2482.92
1749925500000,SOL/USDT,short,143.77,144.48884999999999,142.3323
1749925680000,ADA/USDT,short,0.6194,0.6224969999999999,0.6132059999999999
1749926760000,XRP/USDT,short,2.1143,2.1248715,2.093157
1749927300000,XRP/USDT,long,2.1263,2.1156685,2.147563
1749946080000,ADA/USDT,short,0.6237,0.6268185,0.617463
1749946080000,BTC/USDT,short,105306.1,105832.6305,104253.039
1749946140000,XRP/USDT,short,2.1371,2.1477855,2.1157290000000004
1749946200000,SOL/USDT,long,144.64,143.9168,146.0864
1749946320000,ETH/USDT,long,2531.89,2519.2305499999998,2557.2089
1749949080000,XRP/USDT,long,2.148,2.13726,2.16948
1749949260000,ADA/USDT,long,0.6266,0.623467,0.632866
1749951000000,ADA/USDT,long,0.625,0.621875,0.63125
1749961980000,SOL/USDT,long,146.12,145.3894,147.5812
1749963720000,ADA/USDT,short,0.6302,0.6333509999999999,0.623898
1749966300000,ADA/USDT,long,0.6334,0.6302329999999999,0.6397339999999999
1749966540000,BTC/USDT,long,105937.0,105407.315,106996.37
1749967200000,SOL/USDT,long,147.85,147.11075,149.3285
1749968220000,SOL/USDT,long,147.35,146.61325,148.8235
1749968460000,ADA/USDT,short,0.6302,0.6333509999999999,0.623898
1749969180000,SOL/USDT,short,146.61,147.34305,145.1439
1749969240000,BTC/USDT,short,105366.7,105893.53349999999,104313.033
1749969300000,ADA/USDT,long,0.6342,0.631029,0.640542
1749969660000,ADA/USDT,short,0.6306,0.633753,0.624294
1749974940000,SOL/USDT,short,145.24,145.9662,143.7876
1749975540000,ETH/USDT,short,2520.9,2533.5045,2495.6910000000003
1749978840000,ADA/USDT,short,0.6243,0.6274214999999999,0.618057
1749979080000,ADA/USDT,short,0.6236,0.626718,0.617364
1749984960000,ADA/USDT,long,0.6267,0.6235665,0.6329670000000001
1749985500000,SOL/USDT,long,146.16,145.4292,147.6216
1749987300000,SOL/USDT,long,145.75,145.02125,147.2075
1749987420000,ADA/USDT,short,0.6242,0.6273209999999999,0.617958
1749988380000,ADA/USDT,long,0.627,0.623865,0.63327
1749992100000,SOL/USDT,long,147.68,146.9416,149.1568
1749992940000,ETH/USDT,long,2531.06,2518.4047,2556.3705999999997
1749993120000,SOL/USDT,short,147.19,147.92594999999997,145.7181
1749995040000,XRP/USDT,long,2.1701,2.1592495,2.1918010000000003
1749995160000,SOL/USDT,long,148.14,147.39929999999998,149.6214
1749997020000,SOL/USDT,short,148.43,149.17215,146.94570000000002
1749998280000,SOL/USDT,long,149.29,148.54354999999998,150.78289999999998
